"SONG_ID","TITLE","SP BEGINNER","SP NORMAL","SP HYPER","SP ANOTHER","SP LEGGENDARIA","DP NORMAL","DP HYPER","DP ANOTHER","DP LEGGENDARIA","SPB","SPN","SPH","SPA","SPL","DPN","DPH","DPA","DPL"
"460","Chocolate Dancing","NULL","233","505","724","NULL","263","491","685","NULL","NULL","3","5","7","NULL","3","6","8","NULL"
"461","D","NULL","770","1004","1313","NULL","598","1021","1257","NULL","NULL","8","10","11","NULL","6","10","11","NULL"
"462","Dazzlin’ Darlin-秋葉工房mix-","NULL","403","767","1053","NULL","474","818","1140","NULL","NULL","4","8","10","NULL","5","8","11","NULL"
"463","DENJIN AKATSUKINI TAORERU -SF PureAnalogSynth Mix-","NULL","532","826","1336","NULL","527","819","1222","NULL","NULL","6","8","10","NULL","6","7","10","NULL"
"464","DESIRE","NULL","477","1004","1446","NULL","531","872","1327","NULL","NULL","5","9","11","NULL","5","8","10","NULL"
"465","DOMINION","NULL","635","1194","1636","NULL","601","1180","1631","NULL","NULL","7","10","12","NULL","5","10","12","NULL"
"466","DROP","NULL","435","1115","1337","NULL","390","977","1268","NULL","NULL","4","9","11","NULL","4","8","11","NULL"
"467","Elisha","217","462","754","1152","NULL","481","822","1390","NULL","NULL","6","10","11","NULL","5","9","11","NULL"
"468","Empire State Glory","NULL","563","928","1329","NULL","596","1041","1351","NULL","NULL","6","9","11","NULL","6","10","11","NULL"
"469","eRAseRmOToRpHAntOM","NULL","787","1340","1686","NULL","788","1281","1798","NULL","NULL","7","10","12","NULL","8","10","12","NULL"
"470","Evans","304","628","1121","1440","NULL","679","1046","1438","NULL","NULL","6","11","12","NULL","7","10","12","NULL"
"471","EXUSIA","NULL","628","1417","1964","NULL","887","1392","1980","NULL","NULL","6","10","12","NULL","8","10","12","NULL"
"472","G59","NULL","906","1210","2000","NULL","652","1210","2000","NULL","NULL","7","10","12","NULL","6","11","12","NULL"
"473","GALGALIM","NULL","733","1036","1208","NULL","708","979","1197","NULL","NULL","6","10","11","NULL","7","10","12","NULL"
"474","Hydrogen Blueback","NULL","520","862","1170","1241","573","877","1165","1241","NULL","5","8","10","11","5","8","10","11"
"475","Keep it-秋葉工房mix-","NULL","521","867","942","NULL","380","775","1204","NULL","NULL","5","9","10","NULL","5","9","11","NULL"
"476","Last Burning","NULL","443","840","1197","NULL","434","840","1059","NULL","NULL","5","7","10","NULL","4","7","9","NULL"
"477","Light Shine","NULL","415","582","988","NULL","559","898","1361","NULL","NULL","5","7","10","NULL","5","9","11","NULL"
"478","London Affairs Beckoned With Money Loved By Yellow Papers.","NULL","407","743","922","NULL","475","659","873","NULL","NULL","4","6","8","NULL","4","7","8","NULL"
"479","MIRACLE MEETS","NULL","488","807","1128","NULL","471","857","1051","NULL","NULL","6","9","11","NULL","6","9","10","NULL"
"480","mosaic","NULL","754","1035","1509","NULL","728","845","1348","NULL","NULL","7","10","12","NULL","7","8","11","NULL"
"481","NEW SENSATION -もう、あなたしか見えない-","NULL","641","1045","1357","NULL","650","1022","1574","NULL","NULL","6","10","11","NULL","6","9","11","NULL"
"482","NoN-Fiction Story!","NULL","360","703","1112","NULL","471","713","1007","NULL","NULL","4","7","10","NULL","4","7","9","NULL"
"483","One of A Kind","NULL","420","711","946","NULL","464","726","973","NULL","NULL","4","8","9","NULL","4","7","9","NULL"
"484","Programmed Sun","NULL","563","960","1309","NULL","371","885","1135","NULL","NULL","6","9","11","NULL","4","9","10","NULL"
"485","quell～the seventh slave～","NULL","490","926","1646","NULL","638","944","1752","NULL","NULL","4","9","12","NULL","7","9","12","NULL"
"486","Raison d’être～交差する宿命～","NULL","614","1184","1389","NULL","564","1028","1836","NULL","NULL","5","10","11","NULL","6","10","12","NULL"
"487","Red. by Full Metal Jacket","NULL","517","1062","1643","NULL","517","1015","1564","NULL","NULL","6","10","12","NULL","6","9","12","NULL"
"488","Roots of my way!","NULL","447","683","1025","NULL","500","683","1025","NULL","NULL","4","7","9","NULL","5","7","9","NULL"
"489","She is my wife","217","358","801","1002","NULL","356","795","1020","NULL","NULL","5","9","10","NULL","5","9","10","NULL"
"490","SOLID STATE SQUAD","NULL","539","1188","1819","1868","539","1188","1913","2033","NULL","5","10","12","12","5","11","12","12"
"491","Sorrows","NULL","410","848","1241","NULL","466","880","1274","NULL","NULL","5","8","10","NULL","5","8","11","NULL"
"492","Special One","NULL","435","618","895","NULL","415","625","900","NULL","NULL","5","7","9","NULL","5","8","9","NULL"
"493","spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-","NULL","541","1086","1270","NULL","549","1087","1270","NULL","NULL","5","9","10","NULL","5","9","10","NULL"
"494","THE LAST STRIKER","NULL","721","995","1327","NULL","707","1016","1342","NULL","NULL","6","8","11","NULL","6","8","10","NULL"
"495","The Story Begins","NULL","428","925","1232","NULL","729","1117","1480","NULL","NULL","4","8","10","NULL","6","9","11","NULL"
"496","To the Future","NULL","295","518","951","NULL","305","568","903","NULL","NULL","5","7","9","NULL","4","7","9","NULL"
"497","with me...","NULL","465","917","1277","NULL","470","902","1089","NULL","NULL","5","8","10","NULL","5","8","9","NULL"
"498","かずあそび","NULL","265","600","852","NULL","352","689","910","NULL","NULL","3","6","8","NULL","4","7","9","NULL"
"499","コスモス","NULL","458","762","1049","NULL","471","778","1012","NULL","NULL","5","8","9","NULL","5","8","9","NULL"
"500","サヨナラ・ヘヴン","190","476","709","855","NULL","644","815","957","NULL","NULL","4","6","8","NULL","6","7","8","NULL"
"501","水上の提督(Short mix from ”幻想水滸伝V”)","NULL","357","868","1073","NULL","357","940","1147","NULL","NULL","4","8","10","NULL","3","9","10","NULL"
"502","たからもの","NULL","646","943","1123","1786","636","908","1521","1846","NULL","6","8","9","11","5","7","10","11"
"503","バビロニア","NULL","422","705","940","NULL","412","590","951","NULL","NULL","4","7","8","NULL","4","6","8","NULL"
"504","フェティッシュペイパー ～ 脇の汗回転ガール ～","NULL","396","603","914","NULL","397","596","995","NULL","NULL","4","6","8","NULL","5","6","10","NULL"
"505","未来のプリズム","NULL","351","701","893","NULL","341","698","967","NULL","NULL","4","7","9","NULL","4","8","10","NULL"
"506","ワルツ第17番 ト短調”大犬のワルツ”","NULL","669","1214","1684","NULL","640","1259","2290","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"507","Aegis","NULL","459","717","1202","NULL","444","728","1109","NULL","NULL","6","8","11","NULL","5","8","10","NULL"
"508","ALBIDA","267","560","1013","1530","NULL","568","958","1393","NULL","NULL","6","10","12","NULL","6","9","11","NULL"
"509","Answer","NULL","393","748","1224","NULL","463","738","1142","NULL","NULL","4","7","10","NULL","5","7","9","NULL"
"510","ANTHEM LANDING","NULL","489","987","1484","NULL","555","1164","1258","NULL","NULL","5","9","11","NULL","6","10","11","NULL"
"511","Believe In Me","NULL","533","962","1213","NULL","502","916","1200","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"512","BLUST OF WIND","NULL","427","810","1080","NULL","394","784","1113","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"513","Bounce Bounce Bounce","NULL","560","909","1293","NULL","507","874","1230","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"514","Breaking the ground","NULL","598","899","1274","NULL","556","866","1265","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"515","Broken","NULL","543","1039","1598","NULL","551","1096","1420","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"516","BROKEN EDEN","NULL","542","917","1182","NULL","560","992","1235","NULL","NULL","6","9","11","NULL","6","10","11","NULL"
"517","Dances with Snow Fairies","NULL","743","1165","1623","NULL","739","1183","1848","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"518","Destiny Sword","NULL","455","923","1213","NULL","453","829","1254","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"519","DM STAR～関西 energy style～","NULL","562","979","1206","NULL","637","1109","1474","NULL","NULL","6","9","10","NULL","6","9","11","NULL"
"520","ELECTRIC MASSIVE DIVER","NULL","688","1291","1883","NULL","583","1020","1867","NULL","NULL","6","10","12","NULL","6","9","12","NULL"
"521","Energy Drive","NULL","448","763","1122","NULL","452","835","1230","NULL","NULL","6","8","11","NULL","6","8","11","NULL"
"522","Everlasting Resort","NULL","448","669","959","NULL","472","750","1058","NULL","NULL","4","7","10","NULL","5","7","10","NULL"
"523","Fantasia","122","201","781","1123","NULL","309","783","1216","NULL","NULL","3","8","10","NULL","4","8","10","NULL"
"524","Golden Palms","NULL","377","758","1036","1240","503","853","1185","1264","NULL","5","8","10","11","5","9","10","11"
"525","Hardcore Mania","NULL","489","788","1101","NULL","512","865","1097","NULL","NULL","6","8","10","NULL","5","8","10","NULL"
"526","I FIGHT ME","NULL","315","718","1068","1440","366","781","1172","1428","NULL","3","7","9","11","4","7","10","11"
"527","Kailua","NULL","268","708","1125","NULL","429","740","1120","NULL","NULL","5","9","11","NULL","4","9","12","NULL"
"528","La Mar","NULL","337","612","917","NULL","376","534","914","NULL","NULL","4","6","8","NULL","4","6","8","NULL"
"529","Let The Track Flow","NULL","571","943","1367","NULL","534","903","1380","NULL","NULL","6","9","11","NULL","5","8","11","NULL"
"530","Love♡km","NULL","282","722","1142","NULL","375","724","1150","NULL","NULL","3","8","10","NULL","4","8","10","NULL"
"531","Medicine of love","NULL","331","558","866","NULL","328","502","857","NULL","NULL","4","6","9","NULL","4","6","9","NULL"
"532","Mermaid girl","295","500","856","1113","NULL","629","1003","1310","NULL","NULL","5","8","10","NULL","6","8","10","NULL"
"533","Never Fade Away","NULL","398","907","1535","NULL","529","1104","1598","NULL","NULL","4","8","11","NULL","5","9","11","NULL"
"534","New Castle Legions","NULL","512","1027","1287","NULL","483","990","1567","NULL","NULL","6","10","11","NULL","6","10","12","NULL"
"535","PARADISE LOST","NULL","726","1217","1718","NULL","689","1106","1820","NULL","NULL","7","11","12","NULL","7","10","12","NULL"
"536","passionate fate","NULL","589","832","1075","NULL","573","840","1295","NULL","NULL","6","8","10","NULL","6","9","11","NULL"
"537","perditus†paradisus","NULL","658","1345","2065","NULL","665","1341","2109","NULL","NULL","7","11","12","NULL","7","11","12","NULL"
"538","Programmed Sun (xac Antarctic Ocean mix)","NULL","384","767","1013","NULL","344","684","1030","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"539","reunion","281","708","1239","1677","NULL","822","1243","1893","NULL","NULL","8","11","12","NULL","8","11","12","NULL"
"540","Rock Da House","NULL","456","836","1128","NULL","453","794","1150","NULL","NULL","5","9","11","NULL","5","8","10","NULL"
"541","SABER WING","NULL","282","952","1438","NULL","372","928","1549","NULL","NULL","5","9","11","NULL","5","9","12","NULL"
"542","Sakura Reflection","NULL","242","815","1190","NULL","511","879","1395","NULL","NULL","3","9","11","NULL","6","9","11","NULL"
"543","sakura storm","NULL","529","675","1225","NULL","550","913","1498","NULL","NULL","5","8","12","NULL","6","10","12","NULL"
"544","SPECIAL SUMMER CAMPAIGN!","NULL","358","833","1509","NULL","601","1097","1526","NULL","NULL","4","8","12","NULL","6","10","12","NULL"
"545","Stay my side","NULL","325","541","678","NULL","301","498","689","NULL","NULL","4","6","8","NULL","4","6","7","NULL"
"546","STELLAR WIND","194","322","963","1370","NULL","523","930","1373","NULL","NULL","4","9","11","NULL","5","9","11","NULL"
"547","Survival Games","NULL","433","746","1091","NULL","484","829","1195","NULL","NULL","4","7","10","NULL","4","8","10","NULL"
"548","Take Me Higher","NULL","400","841","1202","NULL","447","817","1253","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"549","THE BLACK KNIGHT","NULL","470","1067","1488","NULL","518","1086","1490","NULL","NULL","5","10","11","NULL","6","10","12","NULL"
"550","THE DOOR INTO RAINBOW","NULL","409","873","1123","NULL","425","923","1289","NULL","NULL","4","8","10","NULL","4","9","11","NULL"
"551","THE FALLEN","NULL","468","780","1377","NULL","529","925","1235","NULL","NULL","5","8","11","NULL","5","9","11","NULL"
"552","Tropical April","NULL","827","1174","1395","NULL","636","1071","1388","NULL","NULL","8","10","11","NULL","6","9","11","NULL"
"553","Vermillion","NULL","272","598","1045","NULL","276","743","1091","NULL","NULL","5","7","10","NULL","5","8","10","NULL"
"554","Watch Out Pt.2","NULL","599","1029","1506","NULL","616","961","1322","NULL","NULL","6","9","12","NULL","6","9","11","NULL"
"555","WE LOVE SHONAN","NULL","404","865","1106","NULL","421","734","1180","NULL","NULL","4","9","10","NULL","4","8","11","NULL"
"556","WISE UP!","174","249","596","803","1320","284","487","792","1316","NULL","3","7","9","11","3","6","9","11"
"557","Wuv U","NULL","208","672","861","NULL","623","804","1089","NULL","NULL","3","8","10","NULL","7","9","11","NULL"
"558","XANADU OF TWO","NULL","505","882","1382","NULL","551","879","1329","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"559","ZETA～素数の世界と超越者～","167","307","1097","1583","NULL","557","1307","1847","NULL","NULL","4","9","11","NULL","6","10","12","NULL"
"560","おおきなこえで","NULL","230","502","754","1095","235","459","611","1067","NULL","3","5","7","10","3","5","7","10"
"561","かげぬい ～ Ver.BENIBOTAN ～","266","450","718","980","NULL","458","729","1076","NULL","NULL","5","7","9","NULL","5","7","10","NULL"
"562","黒髪乱れし修羅となりて","NULL","410","1077","1745","NULL","557","1234","1750","NULL","NULL","4","9","12","NULL","5","10","12","NULL"
"563","灼熱Beach Side Bunny","296","564","1025","1719","NULL","542","933","1692","NULL","NULL","7","10","12","NULL","6","10","12","NULL"
"564","旅人リラン","NULL","579","998","1345","NULL","617","1054","1475","NULL","NULL","6","9","11","NULL","6","10","12","NULL"
"565","中華急行","NULL","164","770","1167","NULL","433","811","1233","NULL","NULL","2","8","10","NULL","5","8","10","NULL"
"566","夕焼け ～Fading Day～","NULL","504","1067","1420","NULL","488","983","1314","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"567","ラクエン Feat.Chiharu Chonan -JAKA respect for K.S.K. Remix","NULL","577","864","1307","NULL","616","942","1327","NULL","NULL","6","8","10","NULL","6","8","11","NULL"
"568","A MINSTREL ～ ver. short-scape ～","NULL","341","732","1187","1954","346","771","1231","1965","NULL","3","6","9","12","3","8","9","12"
"569","Almace","NULL","432","660","1012","NULL","431","746","1153","NULL","NULL","4","8","10","NULL","4","8","11","NULL"
"570","ANAGRAMS I to Y","NULL","456","849","1245","NULL","437","863","1233","NULL","NULL","4","7","9","NULL","4","8","9","NULL"
"571","BLACK.by X-Cross Fade","NULL","518","1111","1738","NULL","547","1201","1761","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"572","CALL","NULL","185","441","735","1371","271","721","864","1426","NULL","2","5","8","11","2","8","8","11"
"573","Castle on the Moon","NULL","328","837","1231","NULL","329","818","1305","NULL","NULL","4","9","11","NULL","4","9","11","NULL"
"574","Change the World","NULL","412","714","931","NULL","549","913","1271","NULL","NULL","5","7","9","NULL","6","9","11","NULL"
"575","DIAVOLO","NULL","657","974","1745","NULL","657","1209","1832","NULL","NULL","6","9","12","NULL","7","10","12","NULL"
"576","Drive Me Crazy","NULL","361","704","1157","NULL","360","687","1254","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"577","Express Emotion","NULL","385","521","1271","NULL","395","654","1248","NULL","NULL","4","6","10","NULL","4","6","9","NULL"
"578","F","NULL","532","1099","1813","NULL","532","1258","1760","NULL","NULL","5","10","12","NULL","5","10","12","NULL"
"579","Far east nightbird","180","264","682","1025","NULL","373","738","1126","NULL","NULL","3","7","9","NULL","4","8","10","NULL"
"580","ƒƒƒƒƒ","NULL","431","1109","1624","NULL","611","1297","1703","NULL","NULL","4","10","12","NULL","5","10","12","NULL"
"581","Flip Flap","NULL","294","706","1137","NULL","293","662","1004","NULL","NULL","3","7","10","NULL","3","7","10","NULL"
"582","Follow Tomorrow","NULL","457","754","1142","NULL","490","819","1193","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"583","GIGANT","NULL","297","601","890","1484","316","678","1068","1481","NULL","3","6","9","NULL","3","7","10","NULL"
"584","HAERETICUS","NULL","440","1000","1589","NULL","458","1004","1535","NULL","NULL","5","10","12","NULL","5","10","12","NULL"
"585","I’m so Happy","159","211","709","1187","NULL","381","768","1205","NULL","NULL","3","8","11","NULL","5","9","11","NULL"
"586","In the Blackest Den","NULL","449","831","1372","NULL","452","873","1457","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"587","Infinite cave","NULL","529","786","1044","NULL","724","1137","1525","NULL","NULL","6","9","10","NULL","8","10","12","NULL"
"588","Into The Sunlight","NULL","520","877","1192","NULL","537","881","1477","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"589","KYAMISAMA ONEGAI!","NULL","344","580","1076","1583","394","628","1098","1845","NULL","3","6","9","11","4","6","9","12"
"590","LAX5 feat.Ryota Yoshinari","NULL","540","1082","1427","NULL","612","1181","1544","NULL","NULL","6","9","10","NULL","6","9","10","NULL"
"591","LETHEBOLG ～双神威に斬り咲けり～","NULL","518","826","1111","NULL","512","866","1115","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"592","Liquid Crystal Girl feat. echo","NULL","209","562","1014","NULL","229","617","1202","NULL","NULL","2","6","9","NULL","2","6","9","NULL"
"593","Lucky Days","NULL","333","777","1111","NULL","333","777","1111","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"594","Mermaid girl-秋葉工房 MIX-","NULL","415","678","1030","NULL","427","704","1029","NULL","NULL","4","6","9","NULL","4","7","9","NULL"
"595","Miami Sunset Drive","NULL","324","548","842","NULL","331","669","995","NULL","NULL","4","6","9","NULL","4","7","10","NULL"
"596","NNRT","NULL","632","1290","1780","NULL","654","1389","1957","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"597","PentaCube Gt.(RX-Ver.S.P.L.)","NULL","266","775","1069","NULL","494","775","1098","NULL","NULL","4","8","9","NULL","6","8","10","NULL"
"598","Phoenix","NULL","454","617","1258","2027","527","793","1329","2010","NULL","5","7","10","12","5","8","11","12"
"599","prompt","NULL","482","802","1420","NULL","530","1024","1502","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"600","QUANTUM TELEPORTATION","NULL","729","1216","1490","1845","729","1216","1999","1825","NULL","7","10","11","12","7","10","12","12"
"601","quaver♪","NULL","357","1075","1745","NULL","340","1021","1874","NULL","NULL","4","9","12","NULL","4","9","12","NULL"
"602","Quick Silver","NULL","404","941","1353","NULL","447","878","1438","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"603","Release The Music","NULL","430","740","1081","NULL","420","771","1035","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"604","RESISTANCE","NULL","320","679","1198","NULL","353","707","1345","NULL","NULL","3","7","10","NULL","3","7","10","NULL"
"605","Round and Round","NULL","403","622","1088","NULL","435","700","1230","NULL","NULL","4","6","9","NULL","3","6","10","NULL"
"606","SA.YO.NA.RA. SUPER STAR","NULL","248","656","868","NULL","402","754","1192","NULL","NULL","4","8","10","NULL","5","9","11","NULL"
"607","Scharfrichter","NULL","449","822","1472","NULL","522","974","1552","NULL","NULL","5","9","11","NULL","6","9","11","NULL"
"608","Several Words","NULL","321","729","1098","NULL","336","724","1108","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"609","SHADE","NULL","551","1048","1464","NULL","609","1100","1372","NULL","NULL","5","9","11","NULL","5","10","11","NULL"
"610","Snake Stick","NULL","535","1067","1447","NULL","560","1108","1418","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"611","Snow Goose","151","188","691","1238","NULL","239","1017","1394","NULL","NULL","3","8","11","NULL","4","9","11","NULL"
"612","Star Trail","NULL","325","612","942","NULL","376","726","1177","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"613","The Limbo","NULL","603","1042","1701","2190","626","1192","1618","2146","NULL","6","10","12","12","6","10","12","12"
"614","The Sampling Paradise","NULL","438","940","1545","NULL","451","1191","1646","NULL","NULL","5","9","12","NULL","5","10","12","NULL"
"615","Thunderbolt","NULL","527","975","1911","NULL","534","1034","1677","NULL","NULL","5","9","12","NULL","5","9","11","NULL"
"616","TITANS RETURN","164","318","802","1275","1377","319","798","1265","1384","NULL","4","8","11","12","4","8","11","12"
"617","Todestrieb","NULL","565","979","1733","NULL","541","1079","1960","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"618","WONDER WALKER","NULL","496","990","1921","NULL","498","1020","1916","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"619","YAKSHA","NULL","634","1215","2000","NULL","647","1391","2033","NULL","NULL","6","10","12","NULL","6","11","12","NULL"
"620","yellow head joe","NULL","401","778","1152","NULL","424","893","1438","NULL","NULL","4","8","10","NULL","4","9","12","NULL"
"621","Yellow Sunrise","NULL","383","726","1145","NULL","437","878","1493","NULL","NULL","4","7","10","NULL","4","8","11","NULL"
"622","24th Century BOY","NULL","430","996","1456","NULL","507","1049","1398","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"623","532nm","NULL","288","640","1349","NULL","352","686","1310","NULL","NULL","3","7","11","NULL","4","7","11","NULL"
"624","蛇神","212","368","773","1438","NULL","419","922","1473","NULL","NULL","4","8","11","NULL","4","8","11","NULL"
"625","陽炎","NULL","317","606","1010","NULL","315","602","1079","NULL","NULL","3","6","9","NULL","3","6","10","NULL"
"626","君のハートにロックオン","NULL","359","904","1363","NULL","367","902","1837","NULL","NULL","4","9","11","NULL","4","8","12","NULL"
"627","恋する☆宇宙戦争っ！！","257","455","883","1835","2355","455","840","1858","2276","NULL","5","8","12","NULL","4","8","12","NULL"
"628","子供の落書き帳","NULL","471","1018","1395","NULL","561","941","1254","NULL","NULL","6","10","12","NULL","7","10","12","NULL"
"629","衰色小町メランコリア","NULL","401","711","1192","NULL","395","744","1163","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"630","天空の夜明け","NULL","686","1125","2072","NULL","703","1444","2261","NULL","NULL","7","10","12","NULL","7","11","12","NULL"
"631","突撃!ガラスのニーソ姫!","NULL","329","592","1066","NULL","363","696","1144","NULL","NULL","4","7","10","NULL","4","8","10","NULL"
"632","ビューティフルレシート","171","259","621","978","NULL","311","814","1151","NULL","NULL","3","8","10","NULL","4","9","11","NULL"
"633","ユミル","NULL","333","691","1434","2020","505","854","1404","1941","NULL","3","7","11","12","5","8","11","12"
"634","Ascalon","NULL","569","913","1171","NULL","649","1031","1448","NULL","NULL","5","8","10","NULL","6","9","11","NULL"
"635","Beastie Starter","NULL","272","661","1121","NULL","272","667","1100","NULL","NULL","3","7","11","NULL","3","7","11","NULL"
"636","BLUE STRAGGLER","NULL","440","761","1328","NULL","442","843","1311","NULL","NULL","4","7","10","NULL","4","8","10","NULL"
"637","BRAVE GLOW","NULL","419","875","1261","NULL","392","772","1188","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"638","Breaking Dawn feat. NO+CHIN, AYANO","NULL","549","851","1544","NULL","563","851","1551","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"639","CONCEPTUAL","NULL","417","689","1391","NULL","437","708","1412","NULL","NULL","5","7","11","NULL","5","8","11","NULL"
"640","Confiserie","NULL","484","1097","1833","NULL","509","1097","1938","NULL","NULL","5","10","12","NULL","5","10","12","NULL"
"641","connective","NULL","203","564","805","NULL","206","569","787","NULL","NULL","2","6","8","NULL","2","6","8","NULL"
"642","Cookie Bouquets","NULL","446","1076","1714","NULL","655","1119","1814","NULL","NULL","5","9","11","NULL","7","10","11","NULL"
"643","DAY DREAM","NULL","295","685","1075","NULL","318","644","1018","NULL","NULL","5","10","12","NULL","6","10","12","NULL"
"644","Deceive Your Insight","NULL","460","786","1242","NULL","454","895","1431","NULL","NULL","5","8","11","NULL","5","9","11","NULL"
"645","Echo Of Forever","NULL","307","597","1020","NULL","332","674","1076","NULL","NULL","3","6","9","NULL","4","7","10","NULL"
"646","Elemental Creation","NULL","767","1248","2130","NULL","828","1268","2222","NULL","NULL","7","10","12","NULL","8","10","12","NULL"
"647","Empathetic","NULL","358","716","1085","NULL","411","809","1161","NULL","NULL","4","7","10","NULL","4","8","11","NULL"
"648","examination leave","NULL","585","972","1712","NULL","704","1148","1613","NULL","NULL","6","9","11","NULL","6","10","11","NULL"
"649","FLOWER","182","575","915","1460","NULL","605","977","1493","NULL","NULL","6","9","11","NULL","6","9","12","NULL"
"650","Fly you to the star","NULL","393","818","1144","NULL","410","744","1161","NULL","NULL","4","8","10","NULL","4","8","11","NULL"
"651","Fractal","NULL","648","1033","1512","NULL","883","1293","1713","NULL","NULL","6","9","11","NULL","8","10","12","NULL"
"652","GAIA","NULL","527","1149","1676","NULL","610","1074","1854","NULL","NULL","5","10","12","NULL","5","10","12","NULL"
"653","GRADIUS 2012","NULL","465","869","1380","NULL","532","817","1459","NULL","NULL","5","8","10","NULL","5","8","11","NULL"
"654","Hollywood Galaxy","NULL","567","1039","1392","NULL","579","1022","1378","NULL","NULL","5","10","12","NULL","6","9","12","NULL"
"655","Holy Snow","NULL","435","700","944","NULL","605","1069","1203","NULL","NULL","4","8","10","NULL","6","10","12","NULL"
"656","Howling","NULL","280","695","1066","1350","321","710","1060","1427","NULL","4","7","9","10","4","7","10","11"
"657","I know You know","NULL","304","602","950","NULL","345","628","976","NULL","NULL","3","6","9","NULL","3","6","9","NULL"
"658","ILIAS","NULL","406","669","1105","NULL","412","846","1286","NULL","NULL","4","7","10","NULL","4","8","10","NULL"
"659","Illegal Function Call","NULL","511","942","1398","2023","533","1173","1602","2076","NULL","5","9","11","NULL","5","10","11","NULL"
"660","In Heaven","NULL","386","745","1072","NULL","495","754","1107","NULL","NULL","4","7","9","NULL","5","7","9","NULL"
"661","JOMANDA","NULL","595","1300","1918","NULL","598","1317","1810","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"662","Liberation","NULL","760","1203","1905","NULL","738","1290","1744","NULL","NULL","6","9","12","NULL","6","10","12","NULL"
"663","Light and Cyber…","NULL","532","1039","1579","NULL","565","1073","1502","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"664","Little Star","NULL","495","896","1635","NULL","498","954","1676","NULL","NULL","5","8","12","NULL","5","8","12","NULL"
"665","LUV CAN SAVE U","NULL","295","720","1069","1409","300","699","1416","1644","NULL","3","7","9","10","3","6","10","11"
"666","mnemoniq","NULL","269","488","658","NULL","396","635","799","NULL","NULL","4","5","8","NULL","5","8","9","NULL"
"667","Neonlights","NULL","333","815","1127","NULL","346","967","1121","NULL","NULL","4","8","10","NULL","4","10","11","NULL"
"668","neu","NULL","504","1099","1999","NULL","521","999","1999","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"669","New Decade IIDX Edition","NULL","503","1001","1539","NULL","533","948","1461","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"670","New Lights","NULL","531","929","1250","NULL","686","945","1306","NULL","NULL","6","9","10","NULL","6","9","10","NULL"
"671","Plan 8","NULL","600","1147","1690","NULL","627","1077","1577","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"672","planarian","NULL","360","854","1279","NULL","398","862","1439","NULL","NULL","4","8","10","NULL","4","8","11","NULL"
"673","POINT ZERO","NULL","370","663","1068","NULL","352","722","1014","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"674","portal","NULL","438","736","1090","NULL","347","686","1064","NULL","NULL","4","7","10","NULL","3","7","9","NULL"
"675","Präludium","NULL","355","732","1164","NULL","381","758","1216","NULL","NULL","4","8","10","NULL","4","8","11","NULL"
"676","Proof of the existence","NULL","603","1104","1675","NULL","595","1104","1524","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"677","Rainbow after snow","NULL","370","744","1090","NULL","494","794","1208","NULL","NULL","4","7","10","NULL","5","8","10","NULL"
"678","Reflection Into the EDEN","NULL","404","740","1100","NULL","539","806","1283","NULL","NULL","4","7","10","NULL","5","7","10","NULL"
